username,predicted_score
40db6a6bd27b7f2fccb0ab0e4b97b2e64d5e79a2,5.191505575837372
410357eb9129023509cfaf8d38be61c050bb3b05,4.064719279696238
41438ca9420c379467e8ca3456fc003d76bc99e2,5.94764947034532
414a76fbb610cfb396dc7177dfe67944fd7175f2,6.788981717207527
4178750f206a91c5b1cf0c5ac6a4021d23912736,3.822743877985813
41834c311cf35264cb9e6357eae499b95edb73b5,6.065961208530331
41c2ea992ebadf309d399ecabb99fba4487e2920,6.703189494836959
4203f7e50c4e403622aeb1b6d39ca45285510aa8,4.382532783396838
42510054a233b7b56beccee99fdd4543c3cff388,5.405548074557288
42fedf0a6f68d54738709e096f9352ccb17dc072,4.4284442452069195
440a4bdda60ec044e91b9e5ee5c478c20bbbaf7e,6.101213833529504
440e56298b04156381c3f648f175b8697135845b,5.219754573383603
442024511cb1c5761a86578910e28f236daceb2e,5.159295504802419
44327e7dea2e5f69fea97c9333f7cd64484303c5,7.349131104430642
44557bbbb5013bd2d980dff1f4b5f6b47cb1363d,6.920570456169534
4455e671bb93d6652e42fc0925b3cc47cbf6326a,5.506610555343274
448866b737d07d7d184e7c1111b8f50d1b8fe91b,5.9670683770914215
448e09eb2299c7bc3435e9a680e5e7e81b6d732f,4.8252260540278975
44ede8e2b591b3b54fc25469d50e442459da73f6,7.054439639981115
45147b7f31a588b0c4245845675f7856f4dfae30,3.8468258124364105
4528fc0fa6d591a221aba2cd316264877b73bbb9,2.2650779520019158
454c509567c0f19453009731315e3db245a8c756,5.180435443972307
456ba3f2e4bccbd1146955cb3f0438260a04f7ff,3.2023155352072403
4586b41a1f104874583010a544bdd65113d2666c,7.2378251804519085
45e8b53fe4fc590dd9c7564fe2c6fa3ede58fbea,5.747655787632747
463ef2266d31ca7f0bca92bfcc9ae7301addb58b,5.665891635246477
4644e181d653c04f17f76eed400fdf52a43b2237,7.207954527922567
469c5d7634f0e3277f7bc8edfb3d9eb291fc6199,6.640787981859408
46bd0614cd76a4fa3af7d06e5feae3db673a43a1,6.920539662590354
46c1ebc62f7d6b099a6696755c9be3b984d2a27a,5.965572350076956
46c49850a9aa3be9f66161090ac1f0a8796b19ff,6.06600879279451
470647470caa15468e461e105a8ecd3b25a912f0,5.080426345288096
47aceb292c673f98f059ec36af314cb1c8894405,6.37078495621122
47af18d4bbc37e11d2c5130faaa8b2da3dba64ca,5.406345593730387
47b12b77df06d36f3a51ad5cc5f0dff47ddc9103,5.811182180594623
47d128f1f6010bd042dda2bcc68d710956fdb74f,5.576064213564216
47e01709f5df0b8793de34e70e8ddd9f8aa16d60,4.384649905905665
47e1eb91096f9e59b0faf185a88d41343c073d83,4.337118187751829
4875a2f817d7d08aa0437c70c33eb2c3e8c20d65,4.213010869059253
48832ca57fb72952c11805aa0975c2273273ba58,4.1808236491077375
491ae8a65839fc737fb2c3e6ed06b990c7f36dea,5.688991583173611
4932174dcf0408a7eb862930c9c6be33d30825a6,6.167822026923414
49428bbbf72ee0208d581e31efb1db2dca5605f4,5.70162980900308
494ceabf1266854738ca9832b601000a8a3cde24,3.699637919684002
495933d0ca16d77c1ef1587e29f5477513109a5c,3.185356029019623
495a7aa30e85503d9a2027af83cd32af0eb7b030,6.177553060099147
49a4785cf7286dbb18206e3847f164b1af1907ed,4.778472858426774
49d11fa2e8d68ac09ecdacb94a96c95c95205ff9,4.465719239797581
49da363dc17a0db86c70a20f515608629bced9ed,3.2077552823520556
4a0f49c2a5e9766ab2ea0aea95a12b763faff0a0,5.793719158465701
4a2ccd362270a02afdf8a1647576ba56a525fec8,4.910322786532462
4a8923bdd6d76861d91dce4b2670c04da6b45350,7.017128416898003
4ae698929993e35feef8c07911edb16212f5cf4d,4.470105515324408
4b09f1427ce0578515148e3300abcaf95ff3511a,2.819411278685473
4b3052a36e3e54cb3458984b0ffe5f2808445353,6.121241418591651
4b8a55e82d9825fa7440b91e638577957567752d,4.608002340721235
4bb463f3e32f05b9a1e323adc2a51603dabc75bc,5.696033171897224
4bed6361746e48435a9be358a5bbeba59696ab7d,6.592770945132694
4bee553c59acf1a22de81ef5c794c44f6371da0a,5.898774695606495
4c0740a4fccc2e15f52d77bbaceccfc1ffe309c2,5.772852326884582
4c390fed4ec7007f13b91f39d3d4d9ed101299c6,3.446521431717283
4c67cde88abaa3210919405fdb1b202dec23b08c,6.239239012395692
4cc8a421bf0c776aae86c3838ed759171d4cee50,5.692034858955969
4cd092562ee4a06eb01e8bd1e9cb7e169fc38c92,7.647338510184129
4cd7de9870e18e6ea8acbc2efb5f4fe9c051b09b,5.895594606366496
4d234ae70fe14c2d32bfa01c0ca7cefc47d68703,6.31110853432282
4d38a6fd027c342a0719d9e7d0f6bd3e820a238a,5.403028205793186
4d3eb0a9c08fa8d2fb11d00af22f7d582f106019,5.309735208467928
4d5d641551d82c1f733620b5d8ea4359ba376593,5.87778750946954
4d5f92f22244e37d20f783e571539a2d2e4e58d8,4.784256961676319
4d9d9337a0bc50984b35ecd772dee54b88ade32f,5.232717397809565
4db33a107c9a32cf80e08c941fd2c87888e8de8e,5.850209256948888
4dbe8c25b64077b21bf5cd971f115f2e32109c44,3.5541731949566056
4dcdd4c95ba88786172619ebea8aad4ec757a150,6.001947450910587
4df0acd4131767bb6aec6c0eba0deedb4c246125,6.540482277579054
4df58b4a53afe49f40e1c054f9a2e8553352e254,4.6321397816213485
4e1cce9ed2c3033338382d755820b85faec9a7b3,5.776201166984578
4e3603a6303b1bb5fb0ec4a0d8ec39ae3e0afe0f,5.717158085130431
4e662a9d37f64c95e5cd3e85d2d5f0d5be60d20b,5.6830767223048335
4e718fe3c25329ccd0f4f138375f9099d81cd7c1,6.287503241765918
4e895c502e5446c21dfe7fd758e1336d2e66ace1,6.5430631004939785
4e8a3d6c3bb0e0df7e39e93b9266737cda041fed,3.963035805720139
4ecc68ce80251f0f7ed752443a85e54028a20d08,2.7574623788909505
4ef92a2d691e24dbfc22f9e0e4a6bee899ccf849,3.2151635678709396
4f0784758f47badc4dc66910c529236f8a45bf3f,3.192966103277163
4f12a32bbef137a864b199061b62d35b4002e6bd,7.025632738996793
4f571f241bb2d884216b4712cdcd482e310a718a,5.7633526995278155
4f7428b95565a938b2562be952beae6d6983f32e,8.15169344864045
4ff3fa101f0b4c9777b996d2e1b338a529eedb6b,4.716038435450877
501f6ef9ac0e3eaee34c2357da968672bafbff95,3.8838190994873036
502430aa4e945c0273cf3a6f35b982cef7067ad1,5.867407183190594
502b640d7a4830b10924009c39b4dd34a4c600cb,5.462907548161007
503affec12fb99997f583ed73b60262572694795,6.167822026923414
5055b8d5ef881bdbac3ff865d6f97249b0aa4bbc,6.873084033222282
505fea7b24ccbd0e28b51099a1e89ee317605916,7.74000663315179
5066b74051c3f9ac880db30439338aaa8fb1c7fc,6.082187455401742
50708257bf26f0b517a6fa6acaa444d13f6006fc,6.32997906471409
50779b692cc73e3ba24df84db11b8e2bbb062591,6.163549091717296
5087b52a3ea36e6b24f13b867546d94cac05b299,2.376681312798824
508e0627871ed482bd8ab34544e43e5d856a889c,5.7642224455012485
50efa6979b217c6f12b5fa0990d669c499e6d2b6,4.42182323564812
50f17ae2d9048b293cc969aa8668b365f9773f1b,4.884431364846112
50fd8f5bcd24b3b8ba8c450de77819037cfd6583,4.189049813473773
51501acd2a7cda8d6f25524e34d6e3dd3c6088ee,6.698632467123249
5160b3f7714c45d60c100dd658c543831e390713,4.827703050917335
52011a00e43fa9e527dd0b121ddd133547981b24,3.4189534415916896
5217ebf6230ffeecc7da9c9043cd1e484c78509b,5.286702193096203
52292d33bf302f4cc04f07ef928db72b2736c06d,3.5722687578678363
5235e36e00b0e927e6ce9f6f771ef92915857989,4.925575953744155
529d7e5b25e40c18bb7ea49be0963ed7f3e288ea,6.324220262584316
52d6dd781d58e55171ace76bdfffe7181f5a916e,4.981300247371674
52f3954a2463ca97c884b6ad6d89f8fcc91696b0,5.406235731754165
530d2bc8c65a9815a0b2c7dcfc98866f760b433c,5.913643595268021
533bff0c4073c53de80f7b88a1ecda9ac3878893,2.202862114843682
536602cb1404169f62436284f9cdba1a7b21c7ae,5.254010396925142
5389d34e45392c6d5e8596d686b06d853e1ed696,5.939857262553114
53b56263b633c2be1e87243fd37356c924eb9a4e,6.637737857380716
541270fc6468b9399001ee5a8bfa0cd380e1db60,5.199304433405814
549b4b9f5408631f8a062a6a3b71c496646ee0fb,5.348722494863045
54d144dbc7891709d9bac5db5ee19a761a768c1f,5.248682429961231
5504396737eadc63295f751ebf765c22b35b23db,5.414139502330745
55095065546685ff2d583779d38978a2c0132ccc,6.445834567378342
55664bd6d6073e97a98788e3f319eb36662f29f8,5.862260109322323
55ef1cb9ba9a618396f8f82aefdc261d00864381,5.800017871273634
5612b36a1b2a4d596254bc506f503c7c94f82950,5.887845307886948
56925a416739348e2099293f2c91fd7c6c186d99,5.905870019637302
56a326e7e14e72020e3e0ca3f329baebc245b3f1,7.629939620031786
56b3554a4a43514e497a667b0efee344df2ed21c,6.03131476178711
56df019984fc7a155fc18b5c4ecd2f52c497693e,3.9598431650274972
573b114e6e803fdee6f8c4dec2edd8fd37bbecc0,5.350862674192169
57421dc59c1514a7edc7708657e57a6439e88585,6.112233101000379
5776c4c0f98d7aadc199a8f60beab826403cf54b,4.296121185522106
57a3b9aacc40db600c87c8b2cf110418021388d1,5.319638036055087
57a668ff1e3df5afc4e593bbbbc39e9eae0a940c,6.153619971937949
57b547211651511366a63249605b9b9f4a9c3e9c,5.048398484515998
5822ad8b0277c775adf78b39385d63e7878b1069,4.53526382731452
582e4849c0e5208206789a186892a4f7ce9c11f9,4.3706536231305835
5832a6cbeea8c9e6efb82a284e135cc58f201920,5.8910087480363975
58616da3cef2b76fe70a90919a689b8f38ce0030,3.851199785877204
58a95bac37747ee4fd0e321770a89477f49492a3,7.273572293042341
58ab0634383006fc63de206822832e26d4c06c3f,3.121353179590505
58dfdda4538b55efcc287512b508d9fa2638028d,5.753935503820298
58f61331a385caeed17baaf54abea308426d50fe,4.766398597562191
597484c12788a0febfb255aabf5f08df62469313,2.988952477374138
598a40125a414f949647ee201ecbe39553bedb6a,6.65454983352005
598ab55ef7a383e76268b59d877afbc86fff2178,6.582537853851218
598ceb16f7935dd1dada8de4441690df8cdc9e29,7.033751271769707
59b2a9ae92876d8ce54309fe82bb92d7cffbc794,4.088176531609711
59ee572da4b7c6d711c46542482cc65bdee55648,5.114309619154395
59f38d3a08147f85dd15c761489d7e3753cb585d,6.03030810075741
5a3141c7f984f3d6c41f632f6fb689378267bd51,5.971852782394254
5a5c99822d76f4f6f1f90521f4c1f1d5e53590a1,1.9675777691330683
5a70a8f9f1dac45c7332db8230f0a8a77208507b,3.1867372706658412
5a7424ce2a160cc7bcb097b51942e1e1ce68ddb1,4.5758307232961615
5a855637085d9d212518c84446e98888f0667f2e,6.31817410699899
5af239a466d0a8e17a8daf66709fded23576c37d,5.298776607417158
5b023883ac089df249ef06f7c8c4398f37e1c55d,3.8543368178160784
5b0ac0ebdcb3aaed7a9a3aa2f9c11919ccce9555,3.8626831821532277
5b30abfc32d4c33257f7cd949641935527dd4a42,5.198125351351158
5b49681d3b05fba0fa5978673a6d871011186bce,7.327081629328172
5b49ef6e8a438750ee1aa79f7ef846fcb7ca2005,4.569994072897978
5b7541b552024e94b0be876cdb63b69cf3f829d1,5.684733194353007
5b8aca58cb2c7cbcbb8918f50669eb821d5a7fad,4.984258067841019
5baedd7fbc5ed01efdd5a078f7b3809491ac1722,5.693121720829092
5c67cd01bb445f9b80d30f2c551d0d42776898fe,6.356339231684854
5c8d3dd9026554402b67ab061544d47532898f6f,6.35031576846093
5ca41a01a0d23780fcc2f122f7303701eb991a4e,7.290892217101897
5cc1caec2eb0968d6d30a6f95dd41d04e80c3f2c,7.265181650147087
5d2a4450b9548913c0ae383640f67de8ca10edad,6.385916522034034
5d7aa061832e40bec792c52ef42de898a5045a1b,5.445798818437062
5dc71a85b12614f2b7b995f3b9482d48f8e289e4,5.790881257759135
5e030103a9bd01aba1285730aa1bce7cc90f7bf4,7.237617368550545
5e092e334855a0d8739d53c39798bb26f3376959,6.613675264827336
5e3ff61182b7e63c5f353b54a15e95069e670f10,3.5034813880435993
5e4d0a4d83e5724fd92e13da6474090be3593639,4.8656613867443355
5e5064a233c1402d302af4de9a442f32c934da4f,6.9008939792925945
5e6c70b4de90c2415359c22c351d8b827d22886c,6.164299877030292
5e854d8ecfe5f767abb76d3ce56b6bcf495047eb,2.9764020221969534
5ea5bb39e36dd3e81ece42b2d6e19d0ed5150740,3.1017072277440922
5ebe95d992ea2c39c13123c6174d22b6945291bb,5.075539942648236
5ed610bb14c3c7ebe34cf855871da13009ddf3f0,6.9961391399179425
5ed8bcf8dcd1652c4a4bd0fc8197aaa54fca572b,4.553701431696824
5eebebef2194643799de3dbdbb098cffa856d37d,5.232164967648841
5eecd9dc3fe216cd45a2194e5f1a1d472a3fec56,4.854235159361888
5f8dfe6855d546a89ee51fdc47f1e3a135f1edf8,7.1064961344339235
5faefa46d05d32e90b97c1cc9260bacd6c2f45de,7.294512272162043
5fbcd4642d21aaa8ade10f9e23e70012e2b4afe0,4.842680923786913
603ee97d90e36481c0c5a1cca5279c3aacfe91c6,3.728252322434349
605308a2fcb585adb29bd7cc4dc153faa8ab9702,5.574822016181464
60559a031815bb92037cb31299fdb443227a4e06,6.02252487016312
60c257442a0ef9aa6eb039f58c40be980bfe58b7,4.049264617870608
60cfc94f336b294be80a5215fcd8f9a8099011a2,3.6858914191287457
60da060bd0084795a07f5e69e6884f7870822cf6,4.9515722117104595
61291814d7295814cfccb336e38a08ceb9c7aba9,3.479223605375678
6154c47df672f6768571f878e472ff2808274cda,4.284869578705985
616bff7fefe77a5e5618f600b39cc1002b71867c,6.566682114608379
6199c36a1e584c7a1d0d4d20a1d98f19f9d05785,6.5551315491983715
61c0c30e1af44a3ad57880bfab7a88591a434b92,4.809466122714971
61e1c151f6a90ea5a2f33930ed70e5a9f39b681f,6.770008716322077
62762af72b006f671d4b9efe867e66312408723f,5.178155235701318
6288d80ce9cf4d608eb41dc28dba194b1851dec5,6.040225660156534
629ae2687f58e75ac2bebadf8adb71b3fdbd7c11,3.2030182503108775
62b127e475e6cafbc1906e6fa5cae8d7b4da3ceb,5.43964622167387
62b816d8d256303699a90dcb83b99804366a17bf,6.407276018911961
62bc28e18de640d9831303f80a4e44c352fb6170,6.443818521468291
62c35ca39326ade9737d75b21c46054e64ab67f9,5.341870009151111
62cba18268cc16143359b59ebc94adf65af340a4,5.48480052333739
62cf219990f892f13b18fb0ec1f08a2aebdae0ad,5.314910690947555
62fc0f9bb12436fd47d1b4750e4f17601ca459d5,4.702293367155118
63b684c9976d06a32dbcdc4685592cd713f9121e,7.48016935701267
63de421fb8d11a118ae783980d2e204b71e4f2d9,5.020635675128761
6405b9839b0179e5307afdb5117992033c2a9cbd,4.570147511218939
6434afe6261c6f3f4fdbad511a2db8ef090f8c07,3.2532267207958463
643e211337d8d4a3d2c12ab4ba804814dd977354,7.0561695792686585
6451995ad71437eece77b5677b3d5eead3b2d45c,5.554048134405276
646c8737a68c560054cc624da19920821d13990f,3.0111549996342615
6475c391e6ec554f2bbe5a6460e5962a4af5ac65,6.019618502337396
647dd6aaab297d6a9328c244eec940904d58293b,4.443189548546692
648b6d4b1c95ee18825cb3cdd69c033a10f3633e,4.946457280558663
64bb0d71f782349bd0bce3ba44cf9b454bd46cfd,5.650347828055204
64c207f458782b92f681bc496f8a6763ac3b99c2,5.99706468646561
64d07438f7fbb0b4c2fece774289f09dbdf9de5f,5.839124521152172
6501a3dcdb9e3c5904a5820607f6ee354bbe0131,4.979285780783474
653de78f41ee12882a2cbc4177fb3c4e5c3eac28,5.916860850344591
655f5a83c42ccc83c7c0ac2caa5cd8237e685751,6.396242959549412
661f15eb45462975429d17bf60fc64df4cae4431,6.81967693724606
665aee398dbb98e56d2f171ef0bee4f6fedeac43,4.153755096669846
66735c0721a73fb4dd487e32adafb82c6016e6ea,6.939646266431978
66740228a725504db879896a9c28c03676fef710,5.54742911338533
66caffe338b5140bd8ac35fd0000f867266bd08a,6.31663800229468
66f103845d668685765328530c0aa2d71a0ce0d4,7.273856276851669
67118839ce79eab31a505fa22d378ff420ce006d,5.854808568287832
67212308d026508fd5b6942ffbbdd7b0be2e89de,6.090252731492533
6729764776215a0456ef5332c5168b4db29314b4,7.05386268877052
673ca800a97efc5b14397e331006ebe67258bf1d,7.428558136842559
67b7c9f4a952be9c0f4759e1991d86a3e1fbbe58,3.7306308642714163
67d64015616b9e7f49e213890b7b93a2f8796f07,7.179492237153526
67f697ac574661dca982dcd95ba358bde5b48a8e,4.5215814715238665
6881032aa20fa792984ffb15d6b043b4228c1070,5.714228858698907
68c8fbedb26cd1376389edb04626dbeb90a065a0,6.958395022795942
68f0e46e53ed6791407294aa4e797d7d17a2b677,6.032007534196475
692e213a160245cc3c07bc300b6ada19b15089e4,4.394632569171741
692e3639f044b1dedc30d8b3a870bbe922a675fb,3.5956102333406483
6941ef044510999dfc8a269ea9255f7b93505147,7.4116149275711445
694d92685feec07c62b8aa4ccb73b39390f88515,7.071376370685123
697092af2e2891b76d0890069566c03468f975c0,6.853342925635554
6976ed8694419b21b0f2302b6d9db629ce0412e5,5.156760744375952
6978f24f45757e6d0c3a352bf35d073d14b46c6a,5.780948122537985
69826691e86b5085226acbcace467f656b83880e,6.505723961138704
6988cfcd0c8de2ee3ceb97a74aec90558ff0e26a,5.871701378498614
69b200a293efc47d832e89333a4adff338261538,5.904021867789149
69c377ef0f1c724f59024bd4c2a7fa5d36e50432,3.0710487029611437
69eda57c9ffdf6f26c5dda66863ef865d07195d2,6.176341771387853
6a24473bc7b7d3e0a711d9195d9f792a24352436,7.035391854689088
6a321021dc357c030017f099c3d1b430bb0d1b65,3.227157001984192
6a535ac087403316d625c2ed4d5108d7d2d21edb,5.606382205863775
6aea2ab4cff49df8f384b81558264c1390a8cf06,3.8127528577413385
6b05f3073cf136c387ede39d4e605eefa19a4886,6.040794644423677
6b1996be827950638657d6f5a23f4ab8a5a13be5,5.7580755649880055
6b8a39007e56cacf54e6520da942fdb70d8d588e,5.811547125429611
6bdbd12c28f576e6dc4242177fbf9829e65c4726,6.1182543902590005
6bdf2586c97f0954e728ef8a9ac5248d4c8270c1,5.50884420239259
6c374b4a75105783a809e8b6ba468da3200d0c1a,6.087018070255395
6c468e0d90bf790fd74609738544edd3f0e5c74c,5.374369428574497
6cbee42bf7c6251711a38683e4e1d6b15533f5a5,6.241480057321074
6cd8d19ff2089fdfa9cdcd521a40b1e247c17cd1,6.257824989910244
6cecf8c09c3c7ca888a6e3fc2ede03a820c9c82b,5.324803249745649
6d7ea5662a0aadc0fee9f82c02aa5e54da77f277,4.9941835238494265
6dc988c0cbd4f0ba3d2217d8b84911b6a8d81c47,7.095932203996723
6dda317baa40f25506c299715efce489b916e52d,5.0108049080975325
6dff6f1ca71378339e605de17936cff49dca5486,6.699410497336759
6e849b2924dd2fc0a7efc8ef0a5f614ce2409b4f,5.170650880097888
6ec34c1674a54a0b43f8bc4570e2188a4937da15,5.98817844342038
6eca9c1b4a046e9ceb3db39e478ccaa393117c3f,5.358905795944968
6eef887d0fd74edee1667f50dce5b41efbe0a180,5.078928272188639
6f52fb961b947325347f9303798fa6066967e407,4.843210578464036
6f5b8f8813e31d5f85f814585ee37e835a6c766b,4.826998129878314
6f99a507851fb9a8ae9776ede538789cae61a22a,5.213516168930915
6f9c45656b2c3a8cd9c394c878d0ec7d738be090,4.09542480688794
6fa8cdf96032a061ee3b601ee76a28dce25f4735,4.144458658341147
6fc4ddeb8a68d05ed8084b0d59d038f3649c10d9,5.56018735488782
6fda7242d55963e0014a8741b5fdd1bd4c34019f,6.709895282648743
701f03bc7072ef7b0114a4769bc8955e5e5c9af2,5.355056074238103
70442b24f09aaf25882d54ff0ec72738c00a41df,7.274069076085204
70586c4437f01c7ae612aa151f53958ac10a412e,7.152448044786756
705c7f16ba723569db2002204ff748355ef80e75,2.9805680238859953
70b721dc3c7f45470e2eee858547f0546801327b,5.6998238640519725
70cd793e026c0616c0a8186a1f2c5fa6d8816b49,4.66167584335787
710b29019a8c45dfca3eec6a5a92b7d3bfc06cb9,6.378689046488583
7121c17a0f6576cafa8c7c029158ad3a81873411,4.1559309546060685
713487f0de26590bca3c759e2fef02b3a5bad9fd,6.167822026923414
713e625391a72ed8f0780919b1c3e45af56ff94b,5.949677965403773
7171736c863d464860b4e3f674d78a101f12de4d,6.543712387203173
7186e8a3fb8c0322eee7e354ed8f1669885f6774,4.021252397116452
71c2d42bc4f81d5dcabf57d19f862a3b781ebbbf,3.879795652376297
720ce5dcaede4e84cbbe7874961853e416f0d2a2,3.5369197942354633
7277ea28c0232720e23ee3ba0dcbb84a273aa53c,6.663328728363292
72a34636b5a1de1c3796e43d5abc564b4d0803e7,4.40751846719589
72d8b05bb5beafe074185bec53d1c5338009a0cf,4.048767118697996
72ea15c6a9c0f4f176da99e9dfd445b347c2e219,6.055208104747273
72ebebdb431cf5dbd216ed0c16660f40a963b082,4.969909430047677
7316452530dd2fb2eb68d1fffeebef98bb730ae0,6.948234068798585
7323f16fa1027607f3f63cedb1cf2fea83dfcf76,7.15304410131599
73351e7d3ace1ea88b52e895d6fccc2f2bee88f3,5.868751735975243
7341e1b59de6c74569853631605d1dc2d2da2e0a,3.6485198429322825
737dd3b5a70f36e8bb79f4c5cf86c7ccfb1e7d55,5.3054571388672755
739d06c41287f6661d2c1879f42b56d45454e815,5.011739681209727
73a272eb71cab822302a981b1748230c3ec8b8ef,3.321576279583192
73af3f8e00b50a4444bbbb431c83075dfde4cbd6,6.60922529851101
73c38d8466f153b974c09c066d1469f63b856d07,5.74487061197891
73c938c3db512a2d6b136fa924a8ed2e608b7790,4.5375570218312165
73ec1e02101d9e26fb75fe8580eec218d09ba78b,6.184677437610784
73ffb966a8305f3cc46f3447459b4224128cd53b,6.9230714817696395
74381df8a16f12280ebd12d45f8fff4fbcbcc4c8,6.487218631343054
746be138d650a2627e814da73cf09cfbf3127bd4,3.158446212579302
7480543e3bc777391a4c3f06cb1c03920f6fa2a4,5.546757236618987
7494b38c6d82b590c4afa6cc975f583f51395177,5.427073815841095
749e9b42869140690bb32bb198ccab1f899cc36c,7.082625809929956
74ca49651c685988e265884821dcfe0961a1ebdf,5.630313688200953
759ad13a7de3fc28a9ab95c56d2845442528e907,4.727263315281748
75aa1fd61921d68f59be09d2146a4b2b9442f41f,3.2468186639269585
75b4f05700440a54255124cf44b8ca0d4252df85,6.670290027432886
75c2aec59b46e4c6745540c0af596b8cc6db5cb5,6.683631326430867
75ef6c3aff156ef52aa846c2fc3b26271e50e335,5.3995495479942495
761459daa69061bdf66d850ebf8877f0c84e48ae,5.388204754088998
76578f23a12fae71dcf7aff5aa48a7ace122f5f2,7.517376031546537
766fb145487f13f1cbb3fae79c2345c8786c1542,4.615229886600856
769df9fad97e6d153e170a9ec41e33e8410f4b6b,4.527162309017148
76a99a326da360af0510be654283819bb4717d9a,7.313867692727134
76adaa79b0d19f7d32da3bf027c2b4fb995952ec,6.599782053583894
76cd92b2caf3ba3f11f97bcf4e037fae81122578,6.122769185499599
76f5d35cd62f4c2d48632c8b82a04bed0e161226,4.6981575324317255
77051baba74aab402905de65e8e0bf18e2907ca8,5.462545966578224
771f7a4ff0b16239a5f4a828485e057bd3069308,4.465195237430261
77454c216b4f9b1e291fea17f31a824ef4d0a4a6,4.76524253396373
77f0f8d9b0f3d59cd0bb01ae985a5ada6fc14dc1,4.788145527028015
7808a1989290cbf25b57bd60e74c56662eeba656,2.68658274649058
78269c872dcec789b204623749f7d1bae813fe49,7.6315356061218695
7855b4de6d964e1f7477a3a40d384de9f4602f49,6.839929291138968
785b27857468f61bde60ab25c5509e8ed38155d7,6.153766305379207
787ac9013d322ae24dda40f918c05f9fe47601ca,5.369340957301785
78ca432228d8679112c09d9b3d50491c5539681a,6.510819102812191
78d8860538c6853a9c13a0c232dadcfa0d516f08,6.508643961005712
78ede02e6c03a1eb32ff3f464f4f7ae3e6510766,5.718903983880941
791e60a07f6b6776d54f791791828b1895c9b670,2.6830368875875803
7953012ece7e7f5c184ec3ce99de925dc01c46ef,5.908774117587481
797a55490bd05c98e9b604b19c3ab90125c9431b,3.391927254772878
797c7c555f32a47816ca7f0c017002a2131c132a,3.746502467066983
7985b1dc9dd0dab814afa417245073d1d74f85ea,2.853430223130684
798e6393c36bd3b6dc0a9f97de7d4c87a6e5b252,5.730484542692086
79a8ea0acc62c00cbe9e6899917fdd233232ee12,6.739572249307269
79c48e970f8b0e7a0e074bf7f0a3f201737dde3c,4.176231538558727
79f071f88a5c4c3bd278b93f9f622e90e15a10f0,5.388204754088998
79fb09750bdb85310622bf240e1060ef8de8bce1,4.984904176724455
7a0e5d245539a1b2906358ad255a4375f914d37c,5.594564888516502
7a7bd043dfb44f7b90dcb37b669e89afcd79d234,4.5743725936122255
7adf3466bea259fdaa24fa131ca2c4d63e9a59e6,4.803183414128114
7adf5597380b3d9048a47387095d5342a24c07da,3.8985258277308974
7b27fcdea3732f654b3a3cb4ee1517e8203645a2,6.11396986270258
7b3d30b5f05d1acd3bd4979bd8e18efaafdcbc62,5.318214939182681
7b6c995004d7267af856efa19b12c7455bccdbd8,5.770362030442677
7b7d0625e7d073af7c6fa7c1df5ca43ab1232aba,7.45493607917672
7bb8bff124f651711732b84262474e1acba69082,5.927495776113284
7cac45d03854038e6854f5b1843cd491021f94bd,3.824384147598433
7d111d42f139f151fc24ddcd89c3064467ebceb8,6.619318348062584
7d9accfb703fb86e2d5f39929309e7f273b46c79,5.170371608678059
7dc6bcdd4ba4cc84cdbf70b50cb26a72cec3db1e,6.272203468574438
7dee913006479ffaff17ebed5a0b172112a0e115,5.490584575434806
7df2a39d7e572a525fc26d9633039d83b900ed61,6.139624386110563
7e4e1a800af30eb9922c09f9d751b0873e0dc467,6.227532106909989
7e585ba8095284ba4d7f920b37ee3e76ab6caa4c,5.153363552729915
7e783577c8297bd74f8f12a2d4787f9cdfdfee02,4.348468057799852
7ee4cfff4c6cd84aa82b14208a75df86bcff9fba,6.713200055193138
7eeef145cb4a17be79b2251b164bcaf5d15a4995,3.0326738098051464
7f2bf222342aac2992fe15f12039b9f7123524c6,5.146445176687109
7f5f84b208b2889ece946b277eaca95d838072bd,5.906038482766594
7f8b72d92d190113dbc807befe9e8033ecdda75f,6.605924899473287
7faa61077b62629df7a5b7c828f98b2337a2dfdb,4.04855392303549
80212c0b606f5dcba043483a07f677a5455c3901,6.234386223095902
802b44166f1c38ec00397c57abdf65b7596b9f0e,6.2618409240529
806b5e171e5cd80e62cc28bc7fb644f6b50399de,4.5814249370701
80a1456c85989c36b524eb16f1afdfa2c5480121,7.492272640314114
80c6f8b8c212e86aac90ea06ba6dff1bad8b5541,4.111495385055292
80cb3c3cef8030674baa141475951b20ae73089a,5.650165330061644
80dd54e80df2e8833ebb3927fd55a514dcfe637d,5.823950415943505
80fc80505e08153a938e34945ea74064467c5e12,5.566627183620267
8142efda300bc5bd5a3368d957f2904fb41a6062,5.3515559325467175
816aa6a9aceb1014260977a52d4ad600065ed4d2,6.894968529933964
816dc441871b06aa3616402b7d2635c5b77f3d8f,4.925276131958158
81f9930593d1612075b0a4831e1219e9ebbe5aac,4.78289248513903
81fbb8b81316a0ddabd7838b1b9ecfaee762f70f,7.0924817757767045
81fcf2e137c8587b8663ffec7ba1d8184be705b7,2.9562410643631853
820104bdd2c9a722be349ae3a23eb42926eac969,3.335610299838409
825e4001677d8644d6df773aea2f924c45d47318,5.077770629268325
82ab2a968469bfa6a3dd02ca619f80a440ff3b98,7.452725308485675
82edc69e489959e8b7453b8e3c89c11f2e3e4830,3.5906193524857133
